nom, addresse, téléphone, site internet, réseaux sociaux, email, horaire, nombres de note, note, latitude, longitude, country, city, category, code, info, zip, url
"Etcompagnie - Agence de Communication Paris", "18 Rue du Temple, 75004 Paris", "01 84 79 13 17", "etcompagnie.fr", "", "dmillet@etcompagnie.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "", "48.8585415", "2.3535321", "France", "Paris", "Agence de marketing", "V953+CC Paris", "", "75004", "https://www.google.fr/maps/place/Etcompagnie+-+Agence+de+Communication+Paris/@48.8585575,2.3535561,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f524ba28265:0x863c1f36dbd38fa!8m2!3d48.8585575!4d2.3535561!16s%2Fg%2F11lgtj4hwm?authuser=0&hl=fr&entry=ttu"
"Groupe Andchor", "", "02 78 77 52 58", "andchor.fr", "", "hello@uxper.co", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "4,7  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Groupe+Andchor/@49.1260466,-0.0728215,8z/data=!3m1!4b1!4m6!3m5!1s0x47e0dfab78b95693:0x339c09c69e0c4593!8m2!3d49.1260466!4d-0.0728215!16s%2Fg%2F11hz6n85jx?authuser=0&hl=fr&entry=ttu"
"Oh T'as Ri !", "7 Rue Meyerbeer, 75009 Paris", "01 87 20 00 50", "ohtasri.com", "", "contact@ohtasri.com", "dimanche, Fermé; lundi, de 09:30 à 18:30; mardi, de 09:30 à 18:30; mercredi, de 09:30 à 18:30; jeudi, de 09:30 à 18:30; vendredi, de 09:30 à 18:30; samedi, Fermé. ", "", "5,0  ", "48.871912", "2.3331349", "France", "Paris", "Agence de marketing", "V8CM+P7 Paris", "", "75009", "https://www.google.fr/maps/place/Oh+T'as+Ri+!/@48.8718548,2.3331289,17z/data=!3m1!4b1!4m6!3m5!1s0x47e6f4d7fdeaaaab:0x8cc0dbdc3baab4ef!8m2!3d48.8718548!4d2.3331289!16s%2Fg%2F11hpq_tvdg?authuser=0&hl=fr&entry=ttu"
"Corbin Digital", "", "06 59 08 73 40", "corbinantoine.fr", "", "contact@corbinantoine.fr", "dimanche, Fermé; lundi, de 08:00 à 18:00; mardi, de 08:00 à 18:00; mercredi, de 08:00 à 18:00; jeudi, de 08:00 à 18:00; vendredi, de 08:00 à 18:00; samedi, de 08:00 à 18:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Corbin+Digital/@35.5916909,-37.6900987,3z/data=!3m1!4b1!4m6!3m5!1s0xa5edb8c1cdb8fc57:0x8e4f032aeeb96137!8m2!3d35.5916909!4d-37.6900988!16s%2Fg%2F11rchrgtc4?authuser=0&hl=fr&entry=ttu"
"Les Années Folles", "43 R. Quincampoix, 75004 Paris", "02 49 62 13 64", "lesanneesfolles.co", "", "UKCONTACT0249621364hello@lesanneesfolles.coLancez", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "48.8609793", "2.3504436", "France", "Paris", "Agence de marketing", "V962+C4 Paris", "", "75004", "https://www.google.fr/maps/place/Les+Ann%C3%A9es+Folles/@48.8610054,2.3503668,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f559dc19765:0x1960920cbceb806f!8m2!3d48.8610054!4d2.3503668!16s%2Fg%2F11l4mbjll3?authuser=0&hl=fr&entry=ttu"
"Tapa Idée - agence de communication", "31 Rue Eustache de la Querière, 76100 Rouen", "06 30 76 35 96", "tapaidee.fr", "", "contact@tapaidee.fr", "dimanche, Fermé; lundi, de 09:30 à 18:30; mardi, de 09:30 à 18:30; mercredi, de 09:30 à 18:30; jeudi, de 09:30 à 18:30; vendredi, de 09:30 à 18:30; samedi, Fermé. ", "", "5,0  ", "49.4248015", "1.0681403", "France", "Rouen", "Agence de marketing", "C3F9+R8 Rouen", "", "76100", "https://www.google.fr/maps/place/Tapa+Id%C3%A9e+-+agence+de+communication/@49.424604,1.0682597,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0df1312ba3c45:0x98e98d41fdd1fcbf!8m2!3d49.424604!4d1.0682597!16s%2Fg%2F11fjnbflrp?authuser=0&hl=fr&entry=ttu"
"Go Scale", "1 Rue Nicole Oresme, 76000 Rouen", "06 98 95 00 50", "go-scale.fr", "", "flags@2x.png", "dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00; jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "49.4408307", "1.0895872", "France", "Rouen", "Agence de marketing", "C3RQ+7R Rouen", "", "76000", "https://www.google.fr/maps/place/Go+Scale/@49.4407277,1.0895722,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0dfeedc58e20b:0x773c9f1ad664dc36!8m2!3d49.4407277!4d1.0895722!16s%2Fg%2F11jp78r2rj?authuser=0&hl=fr&entry=ttu"
"MY REFERENCEMENT - Agence web à Rouen", "84 Rue Louis Blériot, 76230 Bois-Guillaume", "06 79 13 14 59", "my-referencement.fr", "", "launay.deborah@gmail.com", "lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00; jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "49.47753015", "1.1054164853891102", "France", "Bois Guillaume", "Agence de marketing", "F4G4+X4 Bois-Guillaume", "", "76230", "https://www.google.fr/maps/place/MY+REFERENCEMENT+-+Agence+web+%C3%A0+Rouen/data=!4m7!3m6!1s0x47e0dd94cf560b05:0x790822e4d073e75!8m2!3d49.4774881!4d1.1053469!16s%2Fg%2F11jlfmpyz0!19sChIJBQtWz5Td4EcRdT4HTS6CkAc?authuser=0&hl=fr&rclk=1"
"ENOV", "5 Rue des Colonnes, 75002 Paris", "04 37 43 30 00", "enov.fr", "", "protection@enov.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "2,8  ", "48.8693703", "2.3394179", "France", "Paris", "Agence de marketing", "V89Q+PP Paris", "", "75002", "https://www.google.fr/maps/place/ENOV/@48.8693621,2.33936,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66e256b9176db:0xa6c0d5c04a5e882a!8m2!3d48.8693621!4d2.33936!16s%2Fg%2F11b6g8vjgz?authuser=0&hl=fr&entry=ttu"
"MAGINA", "53 Rue Orbe, 76000 Rouen", "02 32 83 10 99", "magina.fr", "", "contact@magina.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "4,2  ", "49.44330395", "1.1031091779284454", "France", "Rouen", "Agence de marketing", "C4V3+87 Rouen", "", "76000", "https://www.google.fr/maps/place/MAGINA/@49.4433707,1.1032301,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0de779d952d17:0x97af614fe602f281!8m2!3d49.4433707!4d1.1032301!16s%2Fg%2F1w111g_h?authuser=0&hl=fr&entry=ttu"
"Digital Prodige", "229 Rue Saint-Honoré, 75001 Paris", "01 89 16 27 84", "digital-prodige.com", "", "contact@digital-prodige.com", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00. ", "", "4,9  ", "48.8660812", "2.3294854", "France", "Paris", "Agence de marketing", "V88H+CQ Paris", "", "75001", "https://www.google.fr/maps/place/Digital+Prodige/@48.8660154,2.3294181,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66fca4136bc8f:0xeab8c5c44d8a298b!8m2!3d48.8660154!4d2.3294181!16s%2Fg%2F11pvh80sn1?authuser=0&hl=fr&entry=ttu"
"Agence IDIX", "39-41 Rue de la Chau. d'Antin, 75009 Paris", "01 40 13 43 08", "idix.fr", "", "contact@idix.fr", "dimanche, Fermé; lundi, de 09:30 à 18:30; mardi, de 09:30 à 18:30; mercredi, de 09:30 à 18:30; jeudi, de 09:30 à 18:30; vendredi, de 09:30 à 18:30; samedi, Fermé. ", "", "", "", "", "France", "Paris", "Agence de marketing", "V8FJ+WV Paris", "", "75009", "https://www.google.fr/maps/place/Agence+IDIX/@48.8748484,2.3322495,17z/data=!3m1!4b1!4m6!3m5!1s0x47e6651226cfd5b9:0xd8de988bdcc9cedd!8m2!3d48.8748484!4d2.3322495!16s%2Fg%2F113gbg2cr?authuser=0&hl=fr&entry=ttu"
"Booster Digital", "29 Rue de Choiseul, 75002 Paris", "01 76 43 11 65", "boosterdigital.fr", "", "hello@boosterdigital.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "48.8709729", "2.3358882", "France", "Paris", "Agence de marketing", "V8CP+99 Paris", "", "75002", "https://www.google.fr/maps/place/Booster+Digital/@48.8709212,2.3358927,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f55bfa9137f:0x12818df5c271afac!8m2!3d48.8709212!4d2.3358927!16s%2Fg%2F11fjmc44wt?authuser=0&hl=fr&entry=ttu"
"Agence digitale Paris 1 "My Webs"", "15 Rue des Halles, 75001 Paris", "07 57 83 55 58", "mywebs.fr", "", "creditCard@2x.png", "", "", "", "48.8601644", "2.3462058", "France", "Paris", "Agence de marketing", "V86W+3C Paris", "", "75001", "https://www.google.fr/maps/place/Agence+digitale+Paris+1+%22My+Webs%22/@48.8601826,2.3461149,17z/data=!3m1!4b1!4m6!3m5!1s0xa93283cfb3a45033:0x5b7fcfbb763fce19!8m2!3d48.8601826!4d2.3461149!16s%2Fg%2F11jz4kg69m?authuser=0&hl=fr&entry=ttu"
"DIXXIT agence éditoriale digitale", "32 Rue Étienne Marcel, 75002 Paris", "01 78 16 06 00", "dixxit.fr", "", "hello@dixxit.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "48.8645995", "2.3463647", "France", "Paris", "Agence de marketing", "V87W+VH Paris", "", "75002", "https://www.google.fr/maps/place/DIXXIT+agence+%C3%A9ditoriale+digitale/@48.8646488,2.3463961,17z/data=!3m1!4b1!4m6!3m5!1s0x47e67a48ad27a819:0xb14f17e09e1f316f!8m2!3d48.8646488!4d2.3463961!16s%2Fg%2F1tq4qdkm?authuser=0&hl=fr&entry=ttu"
"EKLIPS", "91 Rue de Prony, 75017 Paris", "01 53 81 03 63", "eklips.fr", "", "contact@eklips.fr", "dimanche, Fermé; lundi, de 09:00 à 19:30; mardi, de 09:00 à 19:30; mercredi, de 09:00 à 19:30; jeudi, de 09:00 à 19:30; vendredi, de 09:00 à 19:30; samedi, Fermé. ", "", "5,0  ", "48.8840082", "2.2999473", "France", "Paris", "Agence de marketing", "V7MX+HW Paris", "", "75017", "https://www.google.fr/maps/place/EKLIPS/@48.8839974,2.2998741,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f1632efa399:0x35ec0f723e958a0e!8m2!3d48.8839974!4d2.2998741!16s%2Fg%2F11q1q1123c?authuser=0&hl=fr&entry=ttu"
"Pénélope", "52 Rue Taitbout, 75009 Paris", "01 47 68 98 00", "penelope.fr", "", "contact@penelope.fr", "vendredi, de 10:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 10:00 à 19:00; mardi, de 10:00 à 19:00; mercredi (Toussaint), de 10:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 10:00 à 19:00. ", "", "3,5  ", "48.8748038", "2.335302", "France", "Paris", "Agence de marketing", "V8FP+W4 Paris", "", "75009", "https://www.google.fr/maps/place/P%C3%A9n%C3%A9lope/data=!4m7!3m6!1s0x47e66f43ba21cebb:0x428f561a35797f9b!8m2!3d48.8747804!4d2.3353638!16s%2Fg%2F11hzm4tkf0!19sChIJu84hukNv5kcRm395NRpWj0I?authuser=0&hl=fr&rclk=1"
"Openmedias", "13 Ter Bd Berthier, 75017 Paris", "07 85 98 33 73", "openmedias.fr", "", "contact@openmedias.fr", "dimanche, Fermé; lundi, de 09:30 à 18:00; mardi, de 09:30 à 18:00; mercredi, de 09:30 à 18:00; jeudi, de 09:30 à 18:00; vendredi, de 09:30 à 18:00; samedi, Fermé. ", "", "5,0  ", "48.8891124", "2.3024235", "France", "Paris", "Agence de marketing", "V8Q3+P5 Paris", "", "75017", "https://www.google.fr/maps/place/Openmedias/@48.8892824,2.3029452,17z/data=!3m1!4b1!4m6!3m5!1s0x47e6659eaa5ab1b7:0x63f71dbbc9ddf4b0!8m2!3d48.8892824!4d2.3029452!16s%2Fg%2F11j2yq24dk?authuser=0&hl=fr&entry=ttu"
"Agence Be Famous", "8 Rue Alfred Kastler, 54320 Maxéville", "07 68 53 25 21", "be-famous.fr", "", "info@be-famous.fr", "dimanche, Fermé; lundi, de 09:00 à 12:00, de 13:00 à 17:00; mardi, de 09:00 à 12:00, de 13:00 à 17:00; mercredi, de 09:00 à 12:00, de 13:00 à 17:00; jeudi, de 09:00 à 12:00, de 13:00 à 17:00; vendredi, de 09:00 à 12:00, de 13:00 à 17:00; samedi, Fermé. ", "", "5,0  ", "48.7049188", "6.1293076", "France", "Maxéville", "Agence de marketing", "P44H+2V Maxéville", "", "54320", "https://www.google.fr/maps/place/Agence+Be+Famous/@48.7050929,6.1296894,17z/data=!3m1!4b1!4m6!3m5!1s0x4794a33fedb0866d:0xfcd691699eabc17d!8m2!3d48.7050929!4d6.1296894!16s%2Fg%2F11pyts5r22?authuser=0&hl=fr&entry=ttu"
"Agence 810 - Agence web et marketing digital à rouen", "65 Rue des Pépinières, 76100 Rouen", "07 56 84 77 62", "agence810.fr", "", "hello@agence810.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "49.4272762", "1.0687613", "France", "Rouen", "Agence de marketing", "C3G9+RR Rouen", "", "76100", "https://www.google.fr/maps/place/Agence+810+-+Agence+web+et+marketing+digital+%C3%A0+rouen/@49.4270503,1.0695423,17z/data=!3m1!4b1!4m6!3m5!1s0x875cd431877a6619:0xf525744470333efa!8m2!3d49.4270503!4d1.0695423!16s%2Fg%2F11sn7k3d86?authuser=0&hl=fr&entry=ttu"
"Promesse Digitale", "23 Pl. Saint-Marc, 76000 Rouen", "06 68 34 56 43", "promessedigitale.fr", "", "support@company.com", "dimanche, Fermé; lundi, de 10:00 à 17:00; mardi, de 10:00 à 17:00; mercredi, de 10:00 à 17:00; jeudi, de 10:00 à 17:00; vendredi, de 10:00 à 12:00; samedi, Fermé. ", "", "5,0  ", "49.4387938", "1.100518", "France", "Rouen", "Agence de marketing", "C4Q2+F6 Rouen", "", "76000", "https://www.google.fr/maps/place/Promesse+Digitale/@49.4387379,1.1005043,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0dfa7ecef680f:0xa4b77ec594a92673!8m2!3d49.4387379!4d1.1005043!16s%2Fg%2F11spxp0yfg?authuser=0&hl=fr&entry=ttu"
"Akolads - Agence SEO  SEA", "58 Rue de Monceau, 75008 Paris", "07 49 91 93 90", "akolads.com", "", "contact@akolads.com", "dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00; jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 16:00; samedi, Fermé. ", "", "5,0  ", "48.8783427", "2.3121663", "France", "Paris", "Agence de marketing", "V8H6+8V Paris", "", "75008", "https://www.google.fr/maps/place/Akolads+-+Agence+SEO+%26+SEA/data=!4m7!3m6!1s0x2215ed1437aa4d8b:0xce056016d3dcdc5b!8m2!3d48.8782821!4d2.3122117!16s%2Fg%2F11rqlc6fg9!19sChIJi02qNxTtFSIRW9zc0xZgBc4?authuser=0&hl=fr&rclk=1"
"HBM Media - Agence web Rouen", "53bis Bd des Belges, 76000 Rouen", "07 69 84 77 22", "hbm-media.fr", "", "mail@example.com", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "49.4440267", "1.0849606", "France", "Rouen", "Agence de marketing", "C3VM+JV Rouen", "", "76000", "https://www.google.fr/maps/place/HBM+Media+-+Agence+web+Rouen/@49.4440502,1.084708,17z/data=!3m1!4b1!4m6!3m5!1s0x28804ceadf17bcbf:0xc37927e7432baf98!8m2!3d49.4440502!4d1.084708!16s%2Fg%2F11sc__crk1?authuser=0&hl=fr&entry=ttu"
"Agence Code M", "4 Rue Marconi, 57070 Metz", "06 73 08 78 60", "codem-marketing.com", "", "contact@codem-marketing.comWebmaster", "jeudi, de 08:30 à 18:30; vendredi, de 08:30 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 18:30; mardi, de 08:30 à 18:30; mercredi, de 08:30 à 18:30. ", "6 ", "5,0  ", "49.100812000000005", "6.215765609037533", "France", "Metz", "Agence de marketing", "4628+88 Metz", "", "57070", "https://www.google.fr/maps/place/Agence+Code+M/data=!4m7!3m6!1s0x4794e7b7bc9e903f:0x8e17868eaf58607b!8m2!3d49.1007931!4d6.2157708!16s%2Fg%2F11frsyhfjy!19sChIJP5CevLfnlEcRe2BYr46GF44?authuser=0&hl=fr&rclk=1"
"Kaleido Digital Studio", "3 Rue de Moulins, 57160 Scy-Chazelles", "07 45 29 20 55", "kaleido-studio.com", "", "email@example.com", "mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00. ", "", "", "49.1135478", "6.112569470631209", "France", "Scy Chazelles", "Agence de marketing", "4477+C2 Scy-Chazelles", "", "57160", "https://www.google.fr/maps/place/Kaleido+Digital+Studio/data=!4m7!3m6!1s0x4794dbf30ee0f05d:0x25e177266f3b4463!8m2!3d49.1135428!4d6.1125476!16s%2Fg%2F11vb7gj5fv!19sChIJXfDgDvPblEcRY0Q7byZ34SU?authuser=0&hl=fr&rclk=1"
"Agence 6ble", "107 All. François Mitterrand, 76100 Rouen", "02 78 77 07 88", "6ble.pro", "", "Contact@6ble.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "49.4411022", "1.0726473", "France", "Rouen", "Agence de marketing", "C3RF+C4 Rouen", "", "76100", "https://www.google.fr/maps/place/Agence+6ble/@49.4410425,1.0728461,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0de1ae5a02e51:0x9df07b52f351bbf4!8m2!3d49.4410425!4d1.0728461!16s%2Fg%2F1pycwc6ks?authuser=0&hl=fr&entry=ttu"
"Hourcom - Agence créative", "86 rue lieutenant colonel DAGNAUX, 57685 Augny", "06 69 45 12 40", "hourcom.fr", "", "Plan-de-travail-1@2x-e1650809188397.png", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé. ", "", "4,3  ", "49.0734285", "6.1254676", "France", "Augny", "Agence de marketing", "34CG+W6 Augny", "", "57685", "https://www.google.fr/maps/place/Hourcom+-+Agence+cr%C3%A9ative/@49.0723043,6.1255032,17z/data=!3m1!4b1!4m6!3m5!1s0x8f7b164c91807141:0x660bbdd13556ab1a!8m2!3d49.0723043!4d6.1255032!16s%2Fg%2F11p0wczhyl?authuser=0&hl=fr&entry=ttu"
"Actif Digital", "159 Rue de Rome, 75017 Paris", "01 47 64 82 35", "actifdigital.fr", "", "contact@actifdigital.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "48.8869012", "2.314921", "France", "Paris", "Agence de marketing", "V8P7+QW Paris", "", "75017", "https://www.google.fr/maps/place/Actif+Digital/@48.8869205,2.3147572,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66fb12de24d1f:0x1c56566a876b4b76!8m2!3d48.8869205!4d2.3147572!16s%2Fg%2F11fk3xbflc?authuser=0&hl=fr&entry=ttu"
"Konnecte", "231 Rue Saint-Honoré, 75001 Paris", "01 87 21 20 08", "konnecte.fr", "", "contact@konnecte.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 16:00; samedi, Fermé. ", "", "", "48.8662226", "2.3292035", "France", "Paris", "Agence de marketing", "V88H+FM Paris", "", "75001", "https://www.google.fr/maps/place/Konnecte/@48.8661812,2.3291788,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f4c86c948f9:0x8ae4687cb1dde0d6!8m2!3d48.8661812!4d2.3291788!16s%2Fg%2F11nn1xyg60?authuser=0&hl=fr&entry=ttu"
"Seine Communication", "16 Rue de la Rose, 76000 Rouen", "06 17 30 58 81", "seine-communication.fr", "", "sebastiendurose@seine-communication.fr", "dimanche, Fermé; lundi, de 08:00 à 18:30; mardi, de 08:00 à 18:30; mercredi, de 08:00 à 18:30; jeudi, de 08:00 à 18:30; vendredi, de 08:00 à 18:30; samedi, de 09:00 à 18:00. ", "", "", "49.44264870000001", "1.1114867555873025", "France", "Rouen", "Agence de marketing", "C4V6+3H Rouen", "", "76000", "https://www.google.fr/maps/place/Seine+Communication/@49.4427221,1.1114871,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0dd9e87975121:0xa514fd5dcc4e6c38!8m2!3d49.4427221!4d1.1114871!16s%2Fg%2F11t_jb4dpl?authuser=0&hl=fr&entry=ttu"
"IDEABASE Marketing Direct", "92-96 Bd Victor Hugo, 92110 Clichy", "01 56 33 47 80", "ideactif-md.com", "", "Jmpizzini@ideactif.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "4,4  ", "48.9005632", "2.3155918", "France", "Clichy", "Agence de marketing", "W829+C5 Clichy", "", "92110", "https://www.google.fr/maps/place/IDEABASE+Marketing+Direct/@48.9010142,2.317913,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66f06f07411d7:0xce58cf11ecf0e112!8m2!3d48.9010142!4d2.317913!16s%2Fg%2F11cnx_l3db?authuser=0&hl=fr&entry=ttu"
"LuxuryBrands.digital", "47 Bd de Courcelles, 75008 Paris", "07 60 09 70 06", "luxurybrands.digital", "", "welcome@luxurybrands.digital", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "48.8792913", "2.3045851", "France", "Paris", "Agence de marketing", "V8H3+PR Paris", "", "75008", "https://www.google.fr/maps/place/LuxuryBrands.digital/data=!4m7!3m6!1s0x47e66f480b4c2c8d:0xf2fe0432afce9f4d!8m2!3d48.8792573!4d2.3045937!16s%2Fg%2F11nz43m81d!19sChIJjSxMC0hv5kcRTZ_OrzIE_vI?authuser=0&hl=fr&rclk=1"
"ad2pas - Agence de Communication Digitale", "30 Av. de Thionville, 57140 Woippy", "06 19 33 16 10", "ad2pas.fr", "", "contact@ad2pas.fr", "lundi, de 07:30 à 18:30; mardi, de 07:30 à 18:30; mercredi, de 07:30 à 18:30; jeudi, de 08:00 à 18:30; vendredi, de 07:30 à 18:30; samedi, de 08:00 à 13:00; dimanche, Fermé. ", "", "5,0  ", "49.1521144", "6.1579342", "France", "Woippy", "Agence de marketing", "45W5+55 Woippy", "", "57140", "https://www.google.fr/maps/place/ad2pas+-+Agence+de+Communication+Digitale/data=!4m7!3m6!1s0x4794df5098145df3:0xf11bc502f307cc84!8m2!3d49.1454278!4d6.1579007!16s%2Fg%2F11mv5gd396!19sChIJ810UmFDflEcRhMwH8wLFG_E?authuser=0&hl=fr&rclk=1"
"Eliott  Markus", "10 Rue Myrha, 75018 Paris", "01 53 41 41 96", "eliott-markus.com", "", "paris@eliott-markus.com", "jeudi, de 09:30 à 19:00; vendredi, de 09:30 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:30 à 19:00; mardi, de 09:30 à 19:00; mercredi, de 09:30 à 19:00. ", "2 ", "5,0  ", "48.8873131", "2.3554415", "France", "Paris", "Agence de marketing", "V9P4+W5 Paris", "", "75018", "https://www.google.fr/maps/place/Eliott+%26+Markus/data=!4m7!3m6!1s0x47e66e657598a751:0x22612770a27ddfbf!8m2!3d48.8873369!4d2.3554705!16s%2Fg%2F11c6pqhk34!19sChIJUaeYdWVu5kcRv999onAnYSI?authuser=0&hl=fr&rclk=1"
"Agence de communication Visiblement Net", "204 Av. Jean Jaurès, 76140 Le Petit-Quevilly", "09 50 94 52 91", "visiblement-net.fr", "", "contact@visiblement-net.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "49.4254285", "1.0569448", "France", "Le Petit Quevilly", "Agence de marketing", "C3G4+5Q Le Petit-Quevilly", "", "76140", "https://www.google.fr/maps/place/Agence+de+communication+Visiblement+Net/@49.4254663,1.0569707,17z/data=!3m1!4b1!4m6!3m5!1s0x47e0e15fee6ba001:0xeb0c9418aa598df5!8m2!3d49.4254663!4d1.0569707!16s%2Fg%2F11smzv1b_6?authuser=0&hl=fr&entry=ttu"
"Marcomcity", "14 Rue de Thionville, 75019 Paris", "09 84 25 83 71", "marcomcity.fr", "", "m@marcomcity.com", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "4,8  ", "48.8884867", "2.382063", "France", "Paris", "Agence de marketing", "V9QJ+CW Paris", "", "75019", "https://www.google.fr/maps/place/Marcomcity/@48.888563,2.382295,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66dce361ebdaf:0xf44185d34f0dc160!8m2!3d48.888563!4d2.382295!16s%2Fg%2F11cs3_1b99?authuser=0&hl=fr&entry=ttu"
